FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,min value sent to contract,max val sent to contract,avg value sent to contract,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether sent contracts,total ether balance,Total ERC20 tnxs,ERC20 total Ether received,ERC20 total ether sent,ERC20 total Ether sent contract,ERC20 uniq sent addr,ERC20 uniq rec addr,ERC20 uniq sent addr.1,ERC20 uniq rec contract addr,ERC20 avg time between sent tnx,ERC20 avg time between rec tnx,ERC20 avg time between rec 2 tnx,ERC20 avg time between contract tnx,ERC20 min val rec,ERC20 max val rec,ERC20 avg val rec,ERC20 min val sent,ERC20 max val sent,ERC20 avg val sent,ERC20 min val sent contract,ERC20 max val sent contract,ERC20 avg val sent contract,ERC20 uniq sent token name,ERC20 uniq rec token name,ERC20 most sent token type,ERC20_most_rec_token_type,sent_transaction_ratio,incoming_counterparty_density,outgoing_counterparty_density,average_total_value,average_sent_value,average_received_value,created_contract_ratio,erc20_transaction_ratio,erc20_sent_counterparty_density,erc20_received_counterparty_density,activity_hours,log_outgoing_incoming_value_ratio,log_erc20_incoming_outgoing_ratio
0,0.0,6.42,64170.72,0,9999,1,2518,0,0.0,0.1,2.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,10000,0.0,0.22022,0.0,0.22022,52.0,100007516.7,100.0,3.15e-08,1.0,22.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,100000000.0,3226048.925,100.0,100.0,100.0,0.0,0.0,0.0,1.0,10.0,blockwell.ai KYC Casper Token,minereum,0.0,0.2518251825182518,0.0,2.2022e-05,0.0,2.2024202420242024e-05,0.0001,0.0052,0.0192307692307692,0.4230769230769231,1069.512,0.0,9.999243387251448e-07
0,0.0,202.04,487533.1,0,2413,1,424,0,0.0,0.1336,0.000233,0.0,0.0,0.0,0.0,0.0,0.0,2414,0.0,0.561999904,0.0,0.561999904,23.0,108.0000042,0.0,1.06e-12,0.0,8.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,100.0,6.352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,UNKNOWN,UnityIngot,0.0,0.1757148777455449,0.0,0.0002328085766362,0.0,0.0002329050576046,0.0004142502071251,0.0095277547638773,0.0,0.3478260869565217,8125.551666666666,0.0,0.0
0,1.3,0.0,2.6,2,1,0,1,2,1488.581321,1488.581321,1488.581321,10.010404,1478.569974,744.2901889999998,0.0,0.0,0.0,3,1488.580378,1488.581321,0.0,0.000943273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,1.0,1.0,992.387233,744.290189,1488.581321,0.0,0.0,0.0,0.0,0.0433333333333333,0.6931468638153591,0.0
0,17.45,951.43,824190.18,396,859,0,5,3,0.111204,13.043238,1.139343,0.542127,13.041978,2.470682,0.0,0.0,0.0,1255,978.3900993,978.6954103,0.0,0.305311008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3155378486055777,0.0058207217694994,0.0075757575757575,1.559430684940239,2.470682068939394,1.139342736088475,0.0,0.0,0.0,0.0,13736.503,0.6929911898348189,0.0
0,3.5,177.42,361.83,2,2,0,1,2,0.737947,2.8,1.7689740000000005,0.737475,2.79952,1.768498,0.0,0.0,0.0,4,3.536995011,3.537947035,0.0,0.000952024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.5,1.0,1.7687355115,1.7684975055,1.7689735175,0.0,0.0,0.0,0.0,6.0305,0.6930126268143386,0.0
0,0.0,0.0,170.7,1,1,0,1,1,0.340895,0.340895,0.340895,0.338695,0.338695,0.338695,0.0,0.0,0.0,2,0.33869467,0.34089467,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,1.0,0.3397946699999999,0.33869467,0.34089467,0.0,0.0,0.0,0.0,2.845,0.68991516003926,0.0
0,0.0,29587.85,118351.4,0,4,1,2,0,4.4284,45.596542,15.003735999999998,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,60.01494234,0.0,60.01494234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.5,0.0,12.002988468,0.0,15.003735585,0.2,0.0,0.0,0.0,1972.5233333333333,0.0,0.0
0,6.25,10957.6,43855.38,4,4,0,2,4,1.5,7.0,4.625,1.499559,6.9994960000000015,4.624542,0.0,0.0,0.0,8,18.4981674,18.5,0.0,0.001832602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.5,1.0,4.624770925,4.62454185,4.625,0.0,0.0,0.0,0.0,730.923,0.693097649603578,0.0
0,11843.86,1895.54,948005.52,73,44,0,6,37,0.010692,26.649733,5.479898,0.0,29.805769,3.301976,0.0,0.0,0.0,117,241.0442213,241.115529,0.0,0.071307628,121.0,120121.0898,101945.8237,0.0,44.0,28.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,22059.90744,1623.25797,0.0,17506.03429,2169.06008,0.0,0.0,0.0,11.0,26.0,Golem,Golem,0.6239316239316239,0.1363636363636363,0.5068493150684932,4.121023506837608,3.301975634246576,5.479898386363637,0.0,1.0341880341880345,0.3636363636363636,0.2314049586776859,15800.092,0.692999299224876,0.6144784329508751
0,5.11,119962.09,719803.22,6,6,0,5,2,0.443,9.0,2.997236,0.441541,8.99958,2.988306,0.0,0.0,0.0,12,17.9298332,17.98341566,0.0,0.053582461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.8333333333333334,0.3333333333333333,2.992770738333333,2.988305533333333,2.997235943333333,0.0,0.0,0.0,0.0,11996.720333333333,0.6916562954693666,0.0
0,441.59,2653.46,521138.28,411,128,0,8,345,0.99,377.0,24.704295,0.0,199.0,7.692353,0.0,0.0,0.0,539,3161.556986,3162.149763,0.0,0.5927768379999999,137.0,295853.6422,263229.4858,0.0,59.0,12.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,153229.4858,4109.078364,0.0,121340.1533,4049.684397,0.0,0.0,0.0,4.0,13.0,Salt,Salt,0.7625231910946196,0.0625,0.8394160583941606,11.732294525046385,7.692352763990268,24.7042950234375,0.0,0.2541743970315399,0.4306569343065693,0.0875912408759124,8685.638,0.693053446102902,0.6364332904916512
0,0.0,1563.95,226773.38,0,145,1,3,0,0.0,0.614282,0.283983,0.0,0.0,0.0,0.0,0.0,0.0,146,0.0,41.1776069,0.0,41.1776069,1.0,0.62382578,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.623826,0.623826,0.623826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UNKNOWN,OmiseGO,0.0,0.0206896551724137,0.0,0.2820384034246575,0.0,0.2839834958620689,0.0068493150684931,0.0068493150684931,0.0,1.0,3779.556333333333,0.0,0.0
0,4408.87,576.34,224627.27,15,275,0,3,10,0.200209,24.063401,0.449574,1.0,25.0,8.24,0.0,0.0,0.0,290,123.6,123.632982,0.0,0.03298202,3.0,503.7541716,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.20386,501.771534,167.918057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,UNKNOWN,DATAcoin,0.0517241379310344,0.0109090909090909,0.6666666666666666,0.852527524137931,8.24,0.44957448,0.0,0.0103448275862068,0.0,1.0,3743.787833333333,0.6930137849265847,0.0
0,79.38,0.3,318.1,4,2,0,2,3,18.026097,82.973903,50.5,0.1,52.336593,25.249508,0.0,0.0,0.0,6,100.9980316,101.0,0.0,0.001968437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,1.0,0.75,33.6663386,25.2495079,50.5,0.0,0.0,0.0,0.0,5.301666666666667,0.6931374359580114,0.0
0,4.68,863.83,1042402.07,1055,1201,0,4,1,0.010003,0.7436,0.099084,0.048245,0.752545,0.112271,0.0,0.0,0.0,2256,118.445765,119.0002304,0.0,0.554465427,5.0,200.01,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,40.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,UNKNOWN,CYRUS,0.4676418439716312,0.0033305578684429,0.0009478672985781,0.1052508844858156,0.1122708672985782,0.0990842884263114,0.0,0.0022163120567375,0.0,1.0,17373.367833333334,0.6908147805845901,0.0
0,19.62,0.0,58.85,3,1,0,1,3,101.0,101.0,101.0,0.129187,51.493024,33.665988,0.0,0.0,0.0,4,100.9979647,101.0,0.0,0.002035312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,1.0,1.0,50.499491175,33.66598823333333,101.0,0.0,0.0,0.0,0.0,0.9808333333333332,0.6931371047666104,0.0
0,0.0,0.0,2199.47,1,1,0,1,1,0.0681679999999999,0.0681679999999999,0.0681679999999999,0.067548,0.067548,0.067548,0.0,0.0,0.0,2,0.067548058,0.068168058,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,1.0,0.067858058,0.067548058,0.068168058,0.0,0.0,0.0,0.0,36.65783333333333,0.6885892243997269,0.0
0,5.02,0.0,15.05,3,2,0,2,3,510.731004,1490.268996,1000.5,0.25174,1938.787431,666.999528,0.0,0.0,0.0,5,2000.998585,2001.0,0.0,0.001414909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,1.0,1.0,800.399717,666.9995283333334,1000.5,0.0,0.0,0.0,0.0,0.2508333333333333,0.6931468269866694,0.0
0,29241.42,0.0,58482.85,2,1,0,1,2,0.032037,0.032037,0.032037,0.000591,0.029837,0.0152139999999999,0.0,0.0,0.0,3,0.0304279,0.032037,0.0,0.0016090999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,1.0,1.0,0.0208216333333333,0.01521395,0.032037,0.0,0.0,0.0,0.0,974.7141666666666,0.6677133141284912,0.0
0,1.27,45855.8,458570.73,10,10,0,6,2,0.058238,2.221662,0.897518,0.056978,2.220822,0.896674,0.0,0.0,0.0,20,8.966735400000003,8.9751774,0.0,0.008442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.6,0.2,0.8970956400000002,0.8966735400000003,0.89751774,0.0,0.0,0.0,0.0,7642.845499999999,0.692676772824789,0.0
0,12.12,4530.86,95402.6,21,21,0,2,1,0.427324,20.0,3.695417,0.426905,19.99958,3.694997,0.0,0.0,0.0,42,77.59493607,77.60375608,0.0,0.008820006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.0952380952380952,0.0476190476190476,3.695206955952381,3.6949969557142857,3.695416956190476,0.0,0.0,0.0,0.0,1590.0433333333335,0.6930903517344907,0.0
0,24.71,1460.63,181186.43,121,122,0,6,7,0.412892,45.06,25.291005,0.411611,45.058719,25.499089,0.0,0.0,0.0,243,3085.389803,3085.502636,0.0,0.112833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4979423868312757,0.0491803278688524,0.0578512396694214,25.39461909053498,25.499089280991736,25.291005213114754,0.0,0.0,0.0,0.0,3019.773833333333,0.693128896013655,0.0
0,0.0,0.0,3.2,1,1,0,1,1,193.311068,193.311068,193.311068,193.310228,193.310228,193.310228,0.0,0.0,0.0,2,193.3102278,193.3110678,0.0,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,1.0,193.3106478,193.3102278,193.3110678,0.0,0.0,0.0,0.0,0.0533333333333333,0.6931450078935738,0.0
0,19.43,0.0,58.28,3,1,0,1,3,101.0,101.0,101.0,24.798136,46.095797,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,1.0,1.0,50.4996115,33.666148666666665,101.0,0.0,0.0,0.0,0.0,0.9713333333333334,0.6931394874610466,0.0
0,1.27,27.71,57.95,2,2,0,1,1,0.1,2.5,1.3,0.09895,2.49895,1.29895,0.0,0.0,0.0,4,2.5979,2.6,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,0.5,0.5,1.2994750000000002,1.29895,1.3,0.0,0.0,0.0,0.0,0.9658333333333334,0.6927432528382799,0.0
0,30.53,0.0,152.65,5,1,0,1,3,2.2021580000000003,2.2021580000000003,2.2021580000000003,0.009,2.2,1.7398,0.0,0.0,0.0,6,8.699,2.20215811,0.0,-6.49684189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8333333333333334,1.0,0.6,1.816859685,1.7398,2.20215811,0.0,0.0,0.0,0.0,2.544166666666667,1.5994311935857346,0.0
0,105.32,1.23,318.42,3,2,0,2,3,21.813239000000006,79.186761,50.5,19.852158,59.621446,33.666179,0.0,0.0,0.0,5,100.9985356,101.0,0.0,0.001464437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,1.0,1.0,40.39970712,33.66617853333333,50.5,0.0,0.0,0.0,0.0,5.307,0.6931399310287171,0.0
0,13.12,1035.54,12597.07,13,12,0,2,1,0.23,11.843934,3.331984,0.039,11.84,3.074385,0.0,0.0,0.0,25,39.967,39.983811,0.0,0.016811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.52,0.1666666666666666,0.0769230769230769,3.19803244,3.0743846153846155,3.33198425,0.0,0.0,0.0,0.0,209.9511666666667,0.6929369358777463,0.0
0,0.0,8655.23,1081904.15,0,125,1,3,0,0.0,0.402418,0.186779,0.0,0.0,0.0,0.0,0.0,0.0,126,0.0,23.34742062,0.0,23.34742062,5.0,6.948537799,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.389708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,UNKNOWN,Aurora,0.0,0.024,0.0,0.185296989047619,0.0,0.18677936496,0.0079365079365079,0.0396825396825396,0.0,1.0,18031.73583333333,0.0,0.0
0,4.09,3414.01,372568.62,108,109,0,4,2,0.029868,2.995,0.240723,0.09798,2.986667,0.241558,0.0,0.0,0.0,217,26.08824139,26.23879233,0.0,0.150550938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4976958525345622,0.036697247706422,0.0185185185185185,0.2411384042396313,0.2415577906481481,0.240722865412844,0.0,0.0,0.0,0.0,6209.477,0.6902741956498987,0.0
0,4480.98,6747.94,321316.42,19,35,0,7,11,0.05,200.0,31.38958,0.0,300.0,44.539474,0.0,0.0,0.0,54,846.25,1098.635294,0.0,252.3852944,64.0,376994861.6,4e-10,0.0,1.0,46.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,197358100.0,5984045.423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,IDEX Membership,Kin,0.3518518518518518,0.2,0.5789473684210527,36.01639433333333,44.53947368421053,31.389579828571428,0.0,1.1851851851851851,0.015625,0.71875,5355.273666666666,0.5711342327711684,1.0610224189856704e-18
0,34.48,2715.16,978930.55,279,357,0,28,2,0.032257,126.0,7.910058,0.0,151.999295,10.200797,0.0,0.0,0.0,636,2846.022258,2823.890579,0.0,-22.13167886,6.0,576.9,204.9,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,365.0,115.38,204.9,204.9,204.9,0.0,0.0,0.0,1.0,5.0,Qtum,Qtum,0.4386792452830189,0.0784313725490196,0.007168458781362,8.914957290880503,10.200796623655911,7.910057644257702,0.0,0.0094339622641509,0.1666666666666666,0.6666666666666666,16315.509166666669,0.6970581728910735,0.3039300120960107
0,16.92,0.0,50.75,3,1,0,1,3,101.0,101.0,101.0,0.808789,72.04146899999998,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,1.0,1.0,50.4996115,33.666148666666665,101.0,0.0,0.0,0.0,0.0,0.8458333333333333,0.6931394874610466,0.0
0,160.29,0.17,320.92,2,2,0,2,2,38.886024,62.113976,50.5,40.0,60.99901600000001,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,1.0,50.49975395,50.4995079,50.5,0.0,0.0,0.0,0.0,5.348666666666667,0.693142308270848,0.0
0,0.0,3842.75,276678.25,0,72,1,3,0,0.0,5.093936,0.945148,0.0,0.0,0.0,0.0,0.0,0.0,73,0.0,68.05066397,0.0,68.05066397,2.0,1.214562282,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.099806,1.114756,0.6072810000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,DATAcoin,0.0,0.0416666666666666,0.0,0.93220087630137,0.0,0.9451481106944444,0.0136986301369863,0.0273972602739726,0.0,1.0,4611.304166666667,0.0,0.0
0,21.43,0.0,64.3,3,1,0,1,3,101.0,101.0,101.0,2.639262,76.39403399999998,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,1.0,1.0,50.4996115,33.666148666666665,101.0,0.0,0.0,0.0,0.0,1.0716666666666663,0.6931394874610466,0.0
0,296.32,4193.85,416310.0,117,91,0,12,62,0.0,250.0,14.307116,0.0,262.651681,11.127107,0.0,0.0,0.0,208,1301.871506,1301.947569,0.0,0.076063732,38.0,2032.994301,2032.994287,0.0,13.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1060.049659,88.39105699999998,0.0,1060.049659,135.532952,0.0,0.0,0.0,5.0,6.0,Salt,Salt,0.5625,0.1318681318681318,0.5299145299145299,12.5183609375,11.127106888888887,14.307116142857142,0.0,0.1826923076923076,0.3421052631578947,0.2368421052631578,6938.5,0.6931179688955205,0.6931471771167483
0,23.98,0.0,71.95,3,2,0,2,3,6.791993,94.208007,50.5,3.0,57.632586,33.666151,0.0,0.0,0.0,5,100.9984519,101.0,0.0,0.001548055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,1.0,1.0,40.39969038,33.66615063333334,50.5,0.0,0.0,0.0,0.0,1.1991666666666667,0.6931395166691917,0.0
0,0.0,0.0,14.1,1,1,0,1,1,7.99,7.99,7.99,7.989496000000001,7.989496000000001,7.989496000000001,0.0,0.0,0.0,2,7.989496000000001,7.99,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,1.0,7.989748,7.989496000000001,7.99,0.0,0.0,0.0,0.0,0.235,0.6931156406382869,0.0
0,4228.91,12388.64,533009.57,3,42,0,2,3,0.00907,1.000315,0.165851,0.1,6.358,2.200368,0.0,0.0,0.0,45,6.60110496,6.965738706000002,0.0,0.364633746,9.0,701.0348171,0.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,573.223816,77.89275699999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,UNKNOWN,XENON,0.0666666666666666,0.0476190476190476,1.0,0.3014854148,2.20036832,0.1658509215714286,0.0,0.2,0.0,0.6666666666666666,8883.492833333332,0.6666251889941982,0.0
0,24.93,1930.23,5915.37,5,3,0,2,5,0.136158,0.6329229999999999,0.317304,0.12,0.454813,0.189963,0.0,0.0,0.0,8,0.94981273,0.95191275,0.0,0.00210002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.625,0.6666666666666666,1.0,0.237715685,0.189962546,0.31730425,0.0,0.0,0.0,0.0,98.5895,0.6920435189749603,0.0
0,20236.24,14490.48,1011082.6,7,60,0,8,2,0.0003,0.143,0.082297,0.0,3.685592,0.7049489999999999,0.0,0.0,0.0,67,4.93464475,4.937825872,0.0,0.003181122,2.0,0.12887611,0.12887611,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.128876,0.128876,0.128876,0.128876,0.128876,0.128876,0.0,0.0,0.0,1.0,1.0,OmiseGO,OmiseGO,0.1044776119402985,0.1333333333333333,0.2857142857142857,0.1473503077910448,0.7049492500000001,0.0822970978666666,0.0,0.0298507462686567,0.5,0.5,16851.376666666667,0.6928250109917649,0.6931471805599453
0,3746.8,38009.72,550328.33,15,13,0,2,15,0.010874,23.229247,8.122233,0.0,22.040866,6.938764,0.0,0.0,0.0,28,104.0814631,105.5890319,0.0,1.5075688040000002,10.0,30375.10457,156.63157980000005,0.0,1.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,16888.0,3375.011619,156.63158,156.63158,156.63158,0.0,0.0,0.0,1.0,9.0,OmiseGO,EOS,0.5357142857142857,0.1538461538461538,1.0,7.488231964285714,6.938764206666666,8.122233223076922,0.0,0.3571428571428571,0.1,0.8,9172.138833333333,0.6859827257126009,0.00514332785088662
0,0.0,64183.82,192551.47,0,3,1,2,0,0.0,1.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,2.0,0.0,2.0,2.0,0.287046596,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.075326,0.21172,0.143523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UNKNOWN,DATAcoin,0.0,0.6666666666666666,0.0,0.5,0.0,0.6666666666666666,0.25,0.5,0.0,1.0,3209.1911666666665,0.0,0.0
0,1883.28,75058.23,315299.18,8,4,0,4,4,0.18,10.5,2.9975,0.19748,4.0,1.497132,0.0,0.0,0.0,12,11.97705998,11.99,0.0,0.01294002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6666666666666666,1.0,0.5,1.9972549983333332,1.4971324975,2.9975,0.0,0.0,0.0,0.0,5254.986333333333,0.6926074177332123,0.0
0,16.01,0.0,64.03,4,1,0,1,3,101.0,101.0,101.0,3.0,76.753755,25.249475,0.0,0.0,0.0,5,100.9979,101.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8,1.0,0.75,40.39958,25.249475,101.0,0.0,0.0,0.0,0.0,1.0671666666666666,0.6931367844663021,0.0
0,19.94,7463.48,329190.57,40,44,0,5,1,0.944287,505.52419,31.586474,0.929287,505.520833,34.816429,0.0,0.0,0.0,84,1392.657176,1389.804853,0.0,-2.8523231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4761904761904761,0.1136363636363636,0.025,33.12454796428572,34.8164294,31.586473931818183,0.0,0.0,0.0,0.0,5486.5095,0.6941728139519373,0.0
0,0.0,709.78,418772.6,0,590,1,3,0,0.0,138.22,1.264267,0.0,0.0,0.0,0.0,0.0,0.0,591,0.0,745.9177950000002,0.0,745.9177950000002,3.0,9.322819229,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.151238000000001,3.107606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,UNKNOWN,DATAcoin,0.0,0.0050847457627118,0.0,1.2621282487309649,0.0,1.2642674491525427,0.0016920473773265,0.0050761421319796,0.0,1.0,6979.543333333333,0.0,0.0
0,6.71,105100.03,315320.22,3,3,0,3,1,1.0,120.486,42.107897,0.998872,120.485013,42.104842,0.0,0.0,0.0,6,126.3145246,126.3236912,0.0,0.00916656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,1.0,0.3333333333333333,42.1063693,42.104841533333335,42.107897066666666,0.0,0.0,0.0,0.0,5255.337,0.6931108977130418,0.0
